,value
2023-04-12,3.6475006025344845
2023-04-13,-0.17346608694692067
2023-04-14,3.6597253350428858
2023-04-15,3.3825522459844595
2023-04-16,4.950808676786581
2023-04-17,3.364117580559683
2023-04-18,4.349548979540196
2023-04-19,4.998195698259208
2023-04-20,4.0413567108424875
2023-04-21,4.154287106612018
2023-04-22,3.1463075571759167
2023-04-23,3.688021127003702
2023-04-24,2.469797134406824
2023-04-25,5.82079160401711
2023-04-26,5.160024829561863
2023-04-27,4.009707424795661
2023-04-28,2.2531673224476894
2023-04-29,2.354282085261861
2023-04-30,3.1626037283203194
2023-05-01,3.0026949833343175
2023-05-02,2.7747530631922066
2023-05-03,1.9858246716642043
2023-05-04,3.524915308727712
2023-05-05,2.253955154775971
2023-05-06,1.8815245175795434
2023-05-07,2.630291807390662
2023-05-08,4.823136036712088
2023-05-09,1.8392662302698
2023-05-10,0.3109763656638489
2023-05-11,1.850872461959335
2023-05-12,1.442730769670804
2023-05-13,1.8617530492501528
2023-05-14,0.03369905767223691
2023-05-15,0.6067562771886759
2023-05-16,-2.0016360931914106
2023-05-17,-0.35946098266825965
2023-05-18,-0.3926519090700687
2023-05-19,1.254095296864639
2023-05-20,-1.9578012865070293
2023-05-21,-1.6175271309836148
2023-05-22,-1.5836407196901274
2023-05-23,-2.9701591479639884
2023-05-24,-1.9210367612939268
2023-05-25,-2.1257288949067905
2023-05-26,-2.274067740237435
2023-05-27,-3.5514383656156037
2023-05-28,-2.9165573578124118
2023-05-29,-4.390331010959306
2023-05-30,-2.466325503198738
2023-05-31,-2.4720608001738373
2023-06-01,-3.246298578021875
2023-06-02,-4.741961968173945
2023-06-03,-4.709738121432365
2023-06-04,-3.6009188486058994
2023-06-05,-4.037552456240071
2023-06-06,-6.10611022888574
2023-06-07,-4.628533785055793
2023-06-08,-4.416968761516408
2023-06-09,-5.046033042153276
2023-06-10,-4.0062874844947824
2023-06-11,-3.3934530755787935
2023-06-12,-2.887147367442054
2023-06-13,-2.9157100778785336
2023-06-14,-3.472639682626251
2023-06-15,-2.3483709382259166
2023-06-16,-3.687027943824336
2023-06-17,-3.817437609898923
2023-06-18,-3.733236080546126
2023-06-19,-3.5266751612006475
2023-06-20,-3.084364947588244
2023-06-21,-3.019574317606854
2023-06-22,-2.8243193753839306
2023-06-23,-0.8239124996241773
2023-06-24,-3.0868463317921817
2023-06-25,-1.9911926035809393
2023-06-26,-1.8138456455671195
2023-06-27,-3.437359269467092
2023-06-28,0.07586200961118683
2023-06-29,-2.5592309353386073
2023-06-30,-0.30837103460994486
2023-07-01,-0.2906110849218375
2023-07-02,0.2869017614319102
2023-07-03,0.2825035752844327
2023-07-04,1.7309260229955208
2023-07-05,0.5765209526219488
2023-07-06,2.3740063499965847
2023-07-07,0.5566061861803397
2023-07-08,1.294912376579712
2023-07-09,3.1428638949248375
2023-07-10,1.8160281135832461
2023-07-11,2.9178755288197893
2023-07-12,1.9632399413624757
2023-07-13,0.9008686358546907
2023-07-14,2.6542499874147385
2023-07-15,2.909768399317432
2023-07-16,3.3746324030433645
2023-07-17,3.634110770509777
2023-07-18,3.4915357493500974
2023-07-19,4.133542729375866
2023-07-20,4.005525662609962
2023-07-21,4.324984052474274
2023-07-22,3.484829678759927
2023-07-23,4.15087724737418
2023-07-24,3.5785240149466873
2023-07-25,4.184622940889127
2023-07-26,4.631094911302756
2023-07-27,4.881975005185508
2023-07-28,3.9202856839512563
2023-07-29,1.0739940369017256
2023-07-30,4.237729118095227
2023-07-31,2.7782102861374036
2023-08-01,3.2229127144877103
2023-08-02,2.574663137237747
2023-08-03,3.2797946796542976
2023-08-04,1.133778490777583
2023-08-05,2.8795029473492955
2023-08-06,2.160209498748051
2023-08-07,3.6744262323931878
2023-08-08,2.556626942775221
2023-08-09,-0.26458394503165406
2023-08-10,0.16682587956779837
2023-08-11,0.540929336643436
2023-08-12,-0.24440064363634517
2023-08-13,0.9707759404606178
2023-08-14,1.8306788488858396
2023-08-15,-0.26949650128873576
2023-08-16,-1.3294719638519275
2023-08-17,-1.0386631303087237
2023-08-18,-1.3013695600248134
2023-08-19,-2.5226609884444793
2023-08-20,-0.5831395271381001
2023-08-21,-1.9144824144604433
2023-08-22,-3.8418186371804364
2023-08-23,-1.527666602177654
2023-08-24,-2.5001578943503775
2023-08-25,-2.5699190217894095
2023-08-26,-2.24603328991138
2023-08-27,-2.35283050909686
2023-08-28,-4.750512829406551
2023-08-29,-2.871077719080546
2023-08-30,-0.4768634784671435
2023-08-31,-2.4446557041714962
2023-09-01,-3.4236378440913735
2023-09-02,-5.99198381377835
2023-09-03,-4.175586142667768
2023-09-04,-4.708169391874016
2023-09-05,-3.897163916228042
2023-09-06,-2.1263878791327846
2023-09-07,-3.961010166252117
2023-09-08,-2.377589151397581
2023-09-09,-4.598570180625096
2023-09-10,-4.348418000361428
2023-09-11,-2.131882854758677
2023-09-12,-3.214140781398654
2023-09-13,-3.3396131558200532
2023-09-14,-3.251223474642057
2023-09-15,-2.1960516610470906
2023-09-16,-3.8980490552784035
2023-09-17,-2.4239906553987307
2023-09-18,-1.9861198640581077
2023-09-19,-2.0475483124366525
2023-09-20,-2.0209071362656084
2023-09-21,-2.897077874796448
2023-09-22,-2.362372998612284
2023-09-23,-1.7126489788950496
2023-09-24,-0.3876838136403641
2023-09-25,-1.6089547884035107
2023-09-26,-1.759425308374336
2023-09-27,-0.11137954538618958
2023-09-28,-0.7641938730314303
2023-09-29,1.2042972782825352
2023-09-30,1.0084814992524556
2023-10-01,1.72059877498541
2023-10-02,1.5013401006354394
2023-10-03,1.2464234506154679
2023-10-04,-0.6311733318957249
2023-10-05,2.654700494460705
2023-10-06,0.9336677073082569
2023-10-07,2.89252135135636
2023-10-08,2.44684687739337
2023-10-09,2.7517301571329917
2023-10-10,4.14139627757174
2023-10-11,4.707797456733799
2023-10-12,2.330075314048268
2023-10-13,1.8800762714022936
2023-10-14,3.9522047549973283
2023-10-15,2.680561598339467
2023-10-16,5.260291590301754
2023-10-17,4.612905562306101
2023-10-18,3.8754299370610252
2023-10-19,2.8726821227855783
2023-10-20,3.777598756377764
2023-10-21,4.484805827607206
2023-10-22,2.95756450383721
2023-10-23,3.50283515043033
2023-10-24,5.33030798823848
2023-10-25,4.753990836276367
2023-10-26,3.332486994474242
2023-10-27,3.223758460979799
2023-10-28,3.3970074591068142
2023-10-29,1.8499197993883123
2023-10-30,3.000780392268578
2023-10-31,2.0108090135462087
2023-11-01,2.265522907914752
2023-11-02,2.6644491343782017
2023-11-03,2.005728366122829
2023-11-04,2.5841945491729357
2023-11-05,2.0182866859877064
2023-11-06,0.16181579183253447
2023-11-07,-0.05187596148107132
2023-11-08,2.2040690948757815
2023-11-09,0.25861231505524296
2023-11-10,1.7663426994628977
2023-11-11,0.18352604843109943
2023-11-12,1.4060838032606968
2023-11-13,-0.6586416744573345
2023-11-14,0.10243424653078548
2023-11-15,-1.378048558422996
2023-11-16,-0.90696924857412
2023-11-17,1.6296340175071933
2023-11-18,-0.8322478667926485
2023-11-19,-2.4917815453912926
2023-11-20,-2.222355055762795
2023-11-21,-2.253537807463547
2023-11-22,-4.020123268650588
2023-11-23,-2.8328775011222924
2023-11-24,-4.060757962655593
2023-11-25,-2.3277577663922866
2023-11-26,-2.323130520608995
2023-11-27,-4.439831595812004
2023-11-28,-2.417902530131407
2023-11-29,-4.3798724793218895
2023-11-30,-3.8592049455549713
2023-12-01,-4.804123960225438
2023-12-02,-4.881052632302351
2023-12-03,-3.637527175193737
2023-12-04,-4.738331136615975
2023-12-05,-5.119044692069385
2023-12-06,-3.744169704636239
2023-12-07,-3.0614040617951632
2023-12-08,-4.664268956351825
2023-12-09,-3.386248854180639
2023-12-10,-0.4274496179718139
2023-12-11,-4.323795580782523
2023-12-12,-4.68684760582083
2023-12-13,-3.3944232449978733
2023-12-14,-4.254134504608601
2023-12-15,-3.0433329197341257
2023-12-16,-1.7467586363190335
2023-12-17,-2.5449456105359585
2023-12-18,-3.3322935270097958
2023-12-19,-1.1157025853209888
2023-12-20,-1.9641299635236746
2023-12-21,-1.8970290191401205
2023-12-22,-1.8226042409176633
2023-12-23,-1.8802297338884442
2023-12-24,-0.852294013089387
2023-12-25,-2.6951125874243473
2023-12-26,-0.46946951327479125
2023-12-27,-0.8407008560115949
2023-12-28,1.3940477124705668
2023-12-29,0.6668699073127915
2023-12-30,1.5539556387106976
2023-12-31,2.0977613209206316
2024-01-01,0.6834680698545463
2024-01-02,0.9419944985943236
2024-01-03,1.6330007476280617
2024-01-04,2.5578546909204514
2024-01-05,2.9427351548612886
2024-01-06,2.980793139701141
2024-01-07,1.2613936188190098
2024-01-08,2.2735856122246645
2024-01-09,0.8390907414475479
2024-01-10,5.016263354105194
2024-01-11,2.0817228860433916
2024-01-12,4.142910114257065
2024-01-13,2.093665595329182
2024-01-14,3.4756328501045637
2024-01-15,5.922705386289261
2024-01-16,4.129273208128691
2024-01-17,4.97094944939399
2024-01-18,2.9338376721761588
2024-01-19,5.454133926432252
2024-01-20,6.842262867718188
2024-01-21,3.888964027504252
2024-01-22,5.264711016971484
2024-01-23,5.762637113247752
2024-01-24,2.512061417043026
2024-01-25,4.234559760485749
2024-01-26,3.7035340322395895
2024-01-27,3.563224124205828
2024-01-28,5.368151871166075
2024-01-29,4.025890674676227
2024-01-30,1.4441044252984983
2024-01-31,1.6092104501739024
2024-02-01,3.7123108134794407
2024-02-02,1.9226258843903605
2024-02-03,1.2301967220665593
2024-02-04,2.3004726341961605
2024-02-05,-0.020475949620132328
2024-02-06,0.5532634447490089
2024-02-07,0.2905438441774687
2024-02-08,-1.1019763706598509
2024-02-09,1.3427724689899647
2024-02-10,-1.0756796296365834
2024-02-11,-0.3463444231888284
2024-02-12,-1.8797242802861907
2024-02-13,0.46189463642248085
2024-02-14,-2.3880603571000423
2024-02-15,-1.714222620544277
2024-02-16,-1.879314199273198
2024-02-17,-3.94932415490889
2024-02-18,-2.3943475990406733
2024-02-19,-2.392628071492168
2024-02-20,-3.2441907787368867
2024-02-21,-1.5389791744200971
2024-02-22,-2.646657155817671
2024-02-23,-2.876590985079642
2024-02-24,-4.457251392868862
2024-02-25,-2.518548822749999
2024-02-26,-6.213716616163742
2024-02-27,-3.4171374852290506
2024-02-28,-4.414559000900107
2024-02-29,-4.94307634830922
2024-03-01,-4.221175394165465
2024-03-02,-4.607171450941178
2024-03-03,-3.4717331786261845
2024-03-04,-1.9804147162192889
2024-03-05,-3.164058563901124
2024-03-06,-4.552998626009387
2024-03-07,-3.5800558161615665
2024-03-08,-2.1550961593152134
2024-03-09,-3.1129965115763127
2024-03-10,-5.407587895966419
2024-03-11,-3.772980753907973
2024-03-12,-2.8978692792114678
2024-03-13,-2.959288507316487
2024-03-14,-3.229216074406219
2024-03-15,-3.095200047826953
2024-03-16,-1.0672678521946883
2024-03-17,-3.0697746824366687
2024-03-18,-3.4503506293693853
2024-03-19,-1.5059110994378209
2024-03-20,-4.305961694064283
2024-03-21,-3.7268026132397365
2024-03-22,-0.8998784413942208
2024-03-23,-1.3986017582956833
2024-03-24,0.510710213076085
2024-03-25,0.5853110433393018
2024-03-26,-1.7410453537310437
2024-03-27,-0.4559550535824738
2024-03-28,1.3256108416956582
2024-03-29,-0.17045386028600729
2024-03-30,1.3956421039834255
2024-03-31,-0.09185834121191827
2024-04-01,3.3059876802813752
2024-04-02,0.2856006923061165
2024-04-03,1.806845411378495
2024-04-04,1.3575021919184465
2024-04-05,3.8052736354751753
2024-04-06,4.259504214448561
2024-04-07,3.549392512017701
2024-04-08,4.643207579297515
2024-04-09,4.33565702802941
2024-04-10,3.2549913010508837
2024-04-11,2.1350014539981013
2024-04-12,5.387437578073796
2024-04-13,3.097956035545416
2024-04-14,2.990402276379381
2024-04-15,4.707190808591801
2024-04-16,3.8907372062807655
2024-04-17,5.186407928204533
2024-04-18,4.339439882285513
2024-04-19,4.2433833304824455
2024-04-20,5.083516029874257
2024-04-21,3.94726887089455
2024-04-22,1.8064879504984572
2024-04-23,4.0134807659518
2024-04-24,4.015742731116868
2024-04-25,2.7901938884597786
2024-04-26,3.944495925502787
2024-04-27,4.562297153481301
2024-04-28,3.062970739173573
2024-04-29,2.555869712450209
2024-04-30,1.9492636388961224
2024-05-01,4.620574259977385
2024-05-02,0.4823864179728561
2024-05-03,0.27332867211170964
2024-05-04,1.5524841784237262
2024-05-05,2.6169596010168554
2024-05-06,0.971377926595721
2024-05-07,0.828884709106357
2024-05-08,-1.0984692049260172
2024-05-09,-1.208842189650034
2024-05-10,0.6031399280681556
2024-05-11,0.001717145032929135
2024-05-12,0.1499579175368606
2024-05-13,-3.2255649488651317
2024-05-14,-1.7542655895393284
2024-05-15,-1.4345104096957613
2024-05-16,-0.7829887907151818
2024-05-17,-3.3404735574324103
2024-05-18,-2.119381129008038
2024-05-19,-3.0579840543365653
2024-05-20,-3.624406074326293
2024-05-21,-2.3591025670882297
2024-05-22,-3.0992281469964573
2024-05-23,-4.021547068443882
2024-05-24,-1.4691159912741447
2024-05-25,-2.663744777629618
2024-05-26,-2.595093054602045
2024-05-27,-2.040927148365893
2024-05-28,-4.117840205077321
2024-05-29,-3.536468889273954
2024-05-30,-5.6234377898744
2024-05-31,-5.695203619673454
2024-06-01,-3.0621498762838675
2024-06-02,-2.516805450240661
2024-06-03,-4.15002282811047
2024-06-04,-5.210743546848479
2024-06-05,-4.035553982097198
2024-06-06,-4.508099302228004
2024-06-07,-3.2343372188937627
2024-06-08,-3.4793998710271943
2024-06-09,-3.5727626598524416
2024-06-10,-3.8893363935970786
2024-06-11,-2.9238913976412495
2024-06-12,-2.9812253294374136
2024-06-13,-1.9572053968356973
2024-06-14,-4.95619784965365
2024-06-15,-2.082533913884
2024-06-16,-3.9968818799558945
2024-06-17,-0.7911369306775315
2024-06-18,-1.3871865923350721
2024-06-19,-2.233737460263103
2024-06-20,-0.715759769447509
2024-06-21,-0.9585140173931753
2024-06-22,-0.8949546361313079
2024-06-23,-0.7952431047912367
2024-06-24,0.8612854536354889
2024-06-25,1.0480095894072925
2024-06-26,-0.4753473309497571
2024-06-27,1.182048476115691
2024-06-28,1.5559604853932973
2024-06-29,1.9595049688197008
2024-06-30,1.1349954155239579
2024-07-01,2.688690254285965
2024-07-02,1.8619258812335766
2024-07-03,2.2313587002450523
2024-07-04,3.6840291033716044
2024-07-05,3.195528070430563
2024-07-06,1.0912807641236613
2024-07-07,3.196199781839784
2024-07-08,1.536718757992931
2024-07-09,4.4654561277549965
2024-07-10,4.238630020358286
2024-07-11,4.481406264369854
2024-07-12,2.1001057847310993
2024-07-13,2.483857778443035
2024-07-14,5.001528558774578
2024-07-15,3.6320604091597417
2024-07-16,5.488702542030811
2024-07-17,3.941812553167608
2024-07-18,2.9841487256161243
2024-07-19,3.916706700462898
2024-07-20,3.4675195134668457
2024-07-21,2.8163226749755603
2024-07-22,3.550305775697144
2024-07-23,3.5224942040841793
2024-07-24,4.271810213163734
2024-07-25,2.5980134580713092
2024-07-26,3.052581890620226
2024-07-27,1.6001975375232518
2024-07-28,2.59405789138864
2024-07-29,4.240668755781753
2024-07-30,1.4697637294767636
2024-07-31,1.0258348714234364
2024-08-01,2.2423003204136487
2024-08-02,-0.20510903667817693
2024-08-03,3.0224187584835454
2024-08-04,2.2129431135559514
2024-08-05,0.6539801314934887
2024-08-06,1.6182566248982084
2024-08-07,1.31917729464233
2024-08-08,0.31132433407243276
2024-08-09,-1.3894709511854089
2024-08-10,0.7720030378292985
2024-08-11,-1.628057793747953
2024-08-12,-2.9738130019413838
2024-08-13,-1.2814717164013814
2024-08-14,-1.5423514430855287
2024-08-15,-0.6312428790685611
2024-08-16,-2.1151456242885733
2024-08-17,-0.8477760596123047
2024-08-18,-1.8754973009258675
2024-08-19,-3.5201848730321696
2024-08-20,-3.3745930579778007
2024-08-21,-3.062104749603825
2024-08-22,-4.422698291657889
2024-08-23,-5.13331864653059
2024-08-24,-3.6739950031230952
2024-08-25,-2.4011679385987894
2024-08-26,-4.70162398762284
2024-08-27,-6.138057754597814
2024-08-28,-4.330096404579358
2024-08-29,-4.500647538935331
2024-08-30,-4.056712407733809
2024-08-31,-4.343121436295975
2024-09-01,-4.102361866981873
2024-09-02,-5.240013965538913
2024-09-03,-3.7055904769766697
2024-09-04,-5.345337022022443
2024-09-05,-2.776160437770298
2024-09-06,-5.270600407884442
2024-09-07,-4.163777762214077
2024-09-08,-5.409000120772605
2024-09-09,-3.7673959748438257
2024-09-10,-4.380149756374756
2024-09-11,-2.0743813040425487
2024-09-12,-2.7128650326124055
2024-09-13,-0.5799450350134381
2024-09-14,-1.2318615286895604
2024-09-15,0.10579684618343888
2024-09-16,-2.273291379567388
2024-09-17,0.05076737995339542
2024-09-18,-1.0696731488606261
2024-09-19,-0.4632720419673961
2024-09-20,0.8051281863680996
2024-09-21,-0.2554078948476401
2024-09-22,-1.5614320065813274
2024-09-23,-0.04339756729414335
2024-09-24,0.29303910202168554
2024-09-25,0.1368880843132131
2024-09-26,1.328904562331268
2024-09-27,1.327517346990934
2024-09-28,2.877752257899413
2024-09-29,1.579000076865844
2024-09-30,1.7875712190810669
2024-10-01,2.3592661504922687
2024-10-02,1.6927995654873282
2024-10-03,3.8969354523280844
2024-10-04,2.9518808704615584
2024-10-05,3.7237640996601415
2024-10-06,4.311195258801564
2024-10-07,2.0558418540409074
2024-10-08,2.7581474522082052
2024-10-09,4.157421824699153
2024-10-10,2.9525090615393648
2024-10-11,3.1994633875771177
2024-10-12,3.176463610728676
2024-10-13,4.6642988162739885
2024-10-14,3.221221013668772
2024-10-15,3.121317541030253
2024-10-16,3.73815503877665
2024-10-17,3.171633239048532
2024-10-18,2.9174448549835477
2024-10-19,4.942939199275388
2024-10-20,2.237726003976185
2024-10-21,2.758726445966838
2024-10-22,2.7828386848142777
2024-10-23,1.465936498602395
2024-10-24,4.048562761636761
2024-10-25,4.148702915167416
2024-10-26,2.602541673115774
2024-10-27,1.8041003052286018
2024-10-28,1.3636473097714221
2024-10-29,0.9243229708509022
2024-10-30,2.1176391395059753
2024-10-31,1.9128231204865795
2024-11-01,-0.16662246276486736
2024-11-02,0.8498213072705585
2024-11-03,1.9403904154061173
2024-11-04,-1.0646970308468018
2024-11-05,-1.1382373778006678
2024-11-06,0.032738115056270625
2024-11-07,-0.33473088163721687
2024-11-08,0.3868887191293364
2024-11-09,-0.7792052893893426
2024-11-10,-1.2372934441422259
2024-11-11,-1.7864785262678937
2024-11-12,-1.675677350949479
2024-11-13,-3.9680078523163367
2024-11-14,-4.047223252636515
2024-11-15,-3.073660644351167
2024-11-16,-1.9771713891465104
2024-11-17,-3.7061631008067883
2024-11-18,-1.8304999913209055
2024-11-19,-0.5502040219084368
2024-11-20,-3.5788502588741884
2024-11-21,-3.0924087564978144
2024-11-22,-4.883615643040611
2024-11-23,-4.550423413601594
2024-11-24,-3.907293490570743
2024-11-25,-2.771750109711734
2024-11-26,-4.244481434828851
2024-11-27,-3.6868703012293715
2024-11-28,-3.7165545785709737
2024-11-29,-2.8885878623246564
2024-11-30,-2.9023858104614426
2024-12-01,-2.9707694402632265
2024-12-02,-5.157516639304342
2024-12-03,-3.5081393273475423
2024-12-04,-2.151756809457244
2024-12-05,-3.7656507670466346
2024-12-06,-2.611475151350616
2024-12-07,-5.139748378710385
2024-12-08,-2.5778847203837136
2024-12-09,-3.093872076189207
2024-12-10,-3.55700737297416
2024-12-11,-2.842699066103503
2024-12-12,-3.2945902257584923
2024-12-13,-2.9029706614201682
2024-12-14,-2.4987068755210244
2024-12-15,-2.2365841549577405
2024-12-16,-0.7338910998973518
2024-12-17,-1.3330020193245744
2024-12-18,-0.8534794736967438
2024-12-19,-0.9087511442368892
2024-12-20,-1.184743804733114
2024-12-21,-0.2041796683768465
2024-12-22,0.6245045736686792
2024-12-23,1.0279218443556244
2024-12-24,1.0376074263514081
2024-12-25,1.9878840310967472
2024-12-26,2.8138820128917312
2024-12-27,-0.37302961570994886
2024-12-28,0.4729260314819055
2024-12-29,3.5065611042251987
2024-12-30,2.8258076750007017
2024-12-31,2.7063910261860147
2025-01-01,4.45574862249246
2025-01-02,4.242998619630527
2025-01-03,2.1429608012030608
2025-01-04,2.617485167340619
2025-01-05,2.3919142243357614
2025-01-06,1.8265708321387233
2025-01-07,3.976106583201428
2025-01-08,3.219323086069342
2025-01-09,5.134981201987209
2025-01-10,3.9935780993399512
2025-01-11,1.7964775049522577
2025-01-12,4.067331246368764
2025-01-13,5.225586645606711
2025-01-14,3.672989176035603
2025-01-15,3.9283765756039397
2025-01-16,3.533378794948639
2025-01-17,3.014454534577285
2025-01-18,4.684899471095531
2025-01-19,4.783659849029481
2025-01-20,6.189737491394642
2025-01-21,3.385334328939345
2025-01-22,2.282631538122505
2025-01-23,3.698837713824853
2025-01-24,2.293719071102981
2025-01-25,1.6296373698567475
2025-01-26,3.034662528539167
2025-01-27,2.8218703161332264
2025-01-28,1.5825744363911984
2025-01-29,1.5648268805264645
2025-01-30,1.3855975685852415
2025-01-31,1.5594261238418918
2025-02-01,0.43175415217228985
2025-02-02,-1.168411612101235
2025-02-03,-0.8040362342833312
2025-02-04,1.4624760162598514
2025-02-05,0.6706238454100575
2025-02-06,-0.5097088573844186
2025-02-07,-0.6655705541839477
2025-02-08,-0.03717569214897298
2025-02-09,-1.6820287716484725
2025-02-10,-1.1354629495286064
2025-02-11,-2.229976636035386
2025-02-12,-4.81401957087873
2025-02-13,-2.7417538353677178
2025-02-14,-2.863443650863002
2025-02-15,-0.0944441866012311
2025-02-16,-4.901785640068576
2025-02-17,-1.5555551861510417
2025-02-18,-3.115183705305279
2025-02-19,-5.340415305598738
2025-02-20,-4.937658625875093
2025-02-21,-2.893336216102699
2025-02-22,-2.9906672625978885
2025-02-23,-3.697113440217926
2025-02-24,-4.83604192183482
2025-02-25,-5.298161617355873
2025-02-26,-4.128712573464744
2025-02-27,-3.9247007550540776
2025-02-28,-4.112977509185423
2025-03-01,-2.937447205002292
2025-03-02,-2.75959089677075
2025-03-03,-2.9241292558085132
2025-03-04,-4.477508800207188
2025-03-05,-5.848145693549746
2025-03-06,-2.9343118935555097
2025-03-07,-3.6773439227739573
2025-03-08,-1.9155723639966475
2025-03-09,-2.839476438879206
2025-03-10,-3.8472382883509506
2025-03-11,-2.7986325202445625
2025-03-12,-1.786909662779835
2025-03-13,-1.8559605647888056
2025-03-14,-1.6441795837046633
2025-03-15,-0.33007420988568414
2025-03-16,-1.462447545403264
2025-03-17,-1.1421853382055653
2025-03-18,0.11525520212371287
2025-03-19,-1.5646899304744273
2025-03-20,0.028978964975210908
2025-03-21,-0.4227160820060449
2025-03-22,0.12263850151721553
2025-03-23,-0.46388846045373033
2025-03-24,0.8618721378480443
2025-03-25,2.0610210112288625
2025-03-26,2.353187089826935
2025-03-27,2.4100307380687482
2025-03-28,2.2816450367351404
2025-03-29,3.5283600087069997
2025-03-30,2.65370177910017
2025-03-31,2.3570370367069953
2025-04-01,3.1508786848384513
2025-04-02,4.161606718649569
2025-04-03,1.6360602134942477
2025-04-04,2.118134332488956
2025-04-05,4.620888839369016
2025-04-06,2.3786086510085127
2025-04-07,2.376884724551779
2025-04-08,3.1623850686577826
2025-04-09,4.8762363799214965
2025-04-10,4.703127428776344
2025-04-11,4.540202625570749
2025-04-12,4.709024169566763
2025-04-13,4.7257532507486015
2025-04-14,2.2868240878929553
2025-04-15,3.3411247115200933
2025-04-16,3.5734795230245435
2025-04-17,4.274894640052768
2025-04-18,3.1054075650237842
2025-04-19,5.534658672116684
2025-04-20,4.166560824268677
2025-04-21,3.4257049832498083
2025-04-22,2.5996486894440682
2025-04-23,2.998484840283999
2025-04-24,3.6816833385033387
2025-04-25,2.3393451838341393
2025-04-26,1.6453512413358142
2025-04-27,4.1055148668587895
2025-04-28,1.9374647384839352
2025-04-29,3.4913403441994815
2025-04-30,1.2482387291885524
2025-05-01,1.6216031713522714
2025-05-02,0.160720126586267
2025-05-03,0.7606072419017906
2025-05-04,0.6240595850369293
2025-05-05,-0.9388883785234405
2025-05-06,-0.23644232531501508
2025-05-07,0.8093591277634079
2025-05-08,1.3271203713678676
2025-05-09,-0.40173487328814517
2025-05-10,-0.7850132835416318
2025-05-11,-0.421804173009404
2025-05-12,-1.5742479798683482
2025-05-13,-2.1424391189062937
2025-05-14,-1.8438544127468484
2025-05-15,-3.2306215080537735
2025-05-16,-1.9344925207299566
2025-05-17,-3.6281842179647437
2025-05-18,-3.9034495892501107
2025-05-19,-3.2713403770481464
