,value,exog
2023-05-28,7.04452772769699,1
2023-05-29,4.839474040004017,1
2023-05-30,5.220341895230352,1
2023-05-31,5.355913817861836,1
2023-06-01,4.983071734198232,1
2023-06-02,6.757421715558628,1
2023-06-03,5.735272940800607,1
2023-06-04,5.983913649939382,1
2023-06-05,6.964939894286854,1
2023-06-06,5.828316980514195,1
2023-06-07,7.114931160301568,1
2023-06-08,4.7812697957261,1
2023-06-09,6.597544537234075,1
2023-06-10,2.2815632490118194,0
2023-06-11,2.106641267651044,0
2023-06-12,0.3252508377839235,0
2023-06-13,1.139203015342968,0
2023-06-14,-0.10556961176658741,0
2023-06-15,0.025931366516174004,0
2023-06-16,0.4857539172887511,0
2023-06-17,-0.014782350381003062,0
2023-06-18,-1.3869832885040507,0
2023-06-19,1.3733168449084447,0
2023-06-20,1.7120364388913738,0
2023-06-21,-0.3535876199085458,0
2023-06-22,2.1803203831353968,0
2023-06-23,1.2823853410174957,0
2023-06-24,-0.014262260727262055,0
2023-06-25,-0.40730103667857165,0
2023-06-26,1.0870344218288048,0
2023-06-27,0.17519290566580736,0
2023-06-28,0.24022972279222155,0
2023-06-29,-0.4642007137579688,0
2023-06-30,-0.8059846318166799,0
2023-07-01,-1.661644057201609,0
2023-07-02,-1.4828191783813771,0
2023-07-03,0.07960981397264025,0
2023-07-04,-0.3376222882157382,0
2023-07-05,-0.3621346209035667,0
2023-07-06,-0.05235560344368978,0
2023-07-07,-1.769812344444189,0
2023-07-08,1.33768405656676,0
2023-07-09,1.059273365074038,0
2023-07-10,0.6356710242109873,0
2023-07-11,0.6159239117843269,0
2023-07-12,0.1791930329882998,0
2023-07-13,-0.22134621929592802,0
2023-07-14,-1.2459911772849208,0
2023-07-15,-0.7443921964397335,0
2023-07-16,-3.111568669611464,0
2023-07-17,-1.4723856469302565,0
2023-07-18,-1.3395317311821138,0
2023-07-19,-0.8801505449863594,0
2023-07-20,-0.3434988978872009,0
2023-07-21,-0.7491868129872689,0
2023-07-22,-0.9499051166344978,0
2023-07-23,-1.1406308448250122,0
2023-07-24,-2.019855801553758,0
2023-07-25,-2.931694787374322,0
2023-07-26,-1.3020857663589307,0
2023-07-27,-0.7414519509321669,0
2023-07-28,-2.1157724305157304,0
2023-07-29,-2.948342749513534,0
2023-07-30,-0.3834441621824338,0
2023-07-31,-0.20277232006653834,0
2023-08-01,-0.5703973492717633,0
2023-08-02,-2.135054513383387,0
2023-08-03,-2.2061676912355237,0
2023-08-04,-2.5319304467912134,0
2023-08-05,-3.6542895257447325,0
2023-08-06,-1.3217881581266322,0
2023-08-07,-4.5394502777080135,0
2023-08-08,-2.7959244189761567,0
2023-08-09,1.7931880363087846,1
2023-08-10,1.1786196491111651,1
2023-08-11,1.526211362031344,1
2023-08-12,0.09753861753476656,1
2023-08-13,-0.07218148733337593,1
2023-08-14,0.14963968024077268,1
2023-08-15,-0.03441296538617156,1
2023-08-16,0.8521503813975704,1
2023-08-17,-0.48437489720927207,1
2023-08-18,2.1819051622063563,1
2023-08-19,0.5363244946482388,1
2023-08-20,-0.6565924241048045,1
2023-08-21,0.25156002781899467,1
2023-08-22,-1.1495391719412096,1
2023-08-23,2.078263128996868,1
2023-08-24,1.4288695819421209,1
2023-08-25,0.9287046393164542,1
2023-08-26,0.10936255678172424,1
2023-08-27,1.0281615410112779,1
2023-08-28,1.5204563088701288,1
2023-08-29,-3.4719462366853757,0
2023-08-30,-1.9960670636814182,0
2023-08-31,-2.8633352362912747,0
2023-09-01,-6.137070012257168,0
2023-09-02,-3.890834650205509,0
2023-09-03,-4.554245208257293,0
2023-09-04,-1.6059150483855902,0
2023-09-05,-4.775620094920736,0
2023-09-06,-3.627139766147787,0
2023-09-07,-4.600796115130163,0
2023-09-08,-4.787695096610673,0
2023-09-09,-4.386015528800358,0
2023-09-10,-3.702773877547421,0
2023-09-11,-3.6478720583094724,0
2023-09-12,-4.056763484124758,0
2023-09-13,-4.3442871182750356,0
2023-09-14,-3.4405725392028788,0
2023-09-15,-4.2265881680668915,0
2023-09-16,-4.209923272187693,0
2023-09-17,-3.1473318690283993,0
2023-09-18,-3.695603280483511,0
2023-09-19,-3.9522240821141783,0
2023-09-20,-2.8234820824247704,0
2023-09-21,-2.99774261815202,0
2023-09-22,-4.913611922776998,0
2023-09-23,-5.1026727566383405,0
2023-09-24,-2.7206164507834574,0
2023-09-25,-3.2492979513088773,0
2023-09-26,-5.602295028798955,0
2023-09-27,-4.662911947323836,0
2023-09-28,-3.654610227322111,0
2023-09-29,-4.482337544421469,0
2023-09-30,-5.112530277238061,0
2023-10-01,-4.994095105039393,0
2023-10-02,-5.9648210822443035,0
2023-10-03,-3.6127243048445212,0
2023-10-04,-4.2934339500197165,0
2023-10-05,-3.68561024121402,0
2023-10-06,-3.5198698921022338,0
2023-10-07,-1.3483836567361696,0
2023-10-08,-3.8290464035360325,0
2023-10-09,-4.438099035627779,0
2023-10-10,-4.263783578933205,0
2023-10-11,-3.02939111048658,0
2023-10-12,-4.207381444657242,0
2023-10-13,-4.809695213832314,0
2023-10-14,-6.158529069433179,0
2023-10-15,-1.9851171679920392,0
2023-10-16,-4.007287381122964,0
2023-10-17,-2.540679136567303,0
2023-10-18,-2.5970011936206845,0
2023-10-19,-3.262566706247679,0
2023-10-20,-2.838962151879974,0
2023-10-21,-4.111605506239262,0
2023-10-22,-4.8477788124141945,0
2023-10-23,-2.700677819493988,0
2023-10-24,-4.935974292588481,0
2023-10-25,-3.820085394037348,0
2023-10-26,-1.9075489654089413,0
2023-10-27,-3.9076275288742135,0
2023-10-28,0.955725466212495,1
2023-10-29,2.3169197241139177,1
2023-10-30,0.7398675443776552,1
2023-10-31,0.4884772668276596,1
2023-11-01,0.8762799322073263,1
2023-11-02,-0.07698588812566598,1
2023-11-03,-0.32118698581748006,1
2023-11-04,2.151693732581755,1
2023-11-05,1.4117672005498703,1
2023-11-06,1.4062126109520188,1
2023-11-07,0.7439067887353303,1
2023-11-08,0.9726006022416738,1
2023-11-09,2.0254799940148827,1
2023-11-10,0.8901663644196418,1
2023-11-11,-1.8809677436109649,1
2023-11-12,0.6265197663043844,1
2023-11-13,0.6270037597891465,1
2023-11-14,2.0432370246458493,1
2023-11-15,2.291141407421887,1
2023-11-16,2.570600276998625,1
2023-11-17,-2.9663531023423326,0
2023-11-18,-3.8524507607214327,0
2023-11-19,-2.5208292220051147,0
2023-11-20,-2.467814738199155,0
2023-11-21,-3.5258238639426223,0
2023-11-22,-2.357218239517954,0
2023-11-23,-0.41099159128731766,0
2023-11-24,-4.023742720174065,0
2023-11-25,-1.6472662446760726,0
2023-11-26,-3.190457486664397,0
2023-11-27,-2.6673379340566568,0
2023-11-28,-2.7104566226442195,0
2023-11-29,-0.7372561915924678,0
2023-11-30,-1.1753532977208359,0
2023-12-01,-2.5614895072141555,0
2023-12-02,-2.480870658990907,0
2023-12-03,-2.1373910601446533,0
2023-12-04,-1.0898688600421225,0
2023-12-05,-0.6493186888877492,0
2023-12-06,-1.6320332670657647,0
2023-12-07,-0.8257284842920036,0
2023-12-08,-0.39023816564986535,0
2023-12-09,-0.33427874625025067,0
2023-12-10,-0.8682870419223392,0
2023-12-11,-0.3973041438890136,0
2023-12-12,0.7190507838481208,0
2023-12-13,-0.06325529731673174,0
2023-12-14,-0.20575949095949697,0
2023-12-15,-0.020555291191054925,0
2023-12-16,-1.0151201170136348,0
2023-12-17,0.03313600293880614,0
2023-12-18,-0.5434882286011369,0
2023-12-19,0.7052167488057509,0
2023-12-20,-2.04632726247008,0
2023-12-21,0.6976804681973723,0
2023-12-22,-0.47489350032631716,0
2023-12-23,0.21474158741323834,0
2023-12-24,0.18468647971199995,0
2023-12-25,0.5966639306198096,0
2023-12-26,-0.9724408101339637,0
2023-12-27,1.6296629147172688,0
2023-12-28,0.330467146855538,0
2023-12-29,-0.30871669655164324,0
2023-12-30,0.6273346908339479,0
2023-12-31,-0.029770251948859905,0
2024-01-01,0.0155479940949948,0
2024-01-02,-0.7637875026066281,0
2024-01-03,3.010350210749723,0
2024-01-04,-0.1807612157481745,0
2024-01-05,1.5741068563500369,0
2024-01-06,2.456203286087135,0
2024-01-07,1.6889434520584703,0
2024-01-08,-0.9267656655615035,0
2024-01-09,0.7813151904236278,0
2024-01-10,0.7781881415127213,0
2024-01-11,0.6689205329281425,0
2024-01-12,0.9037299039478102,0
2024-01-13,2.965260633196314,0
2024-01-14,0.8803464423452672,0
2024-01-15,1.2205048826826306,0
2024-01-16,5.83566970907822,1
2024-01-17,5.423715547048069,1
2024-01-18,5.668485218887415,1
2024-01-19,5.244638096176681,1
2024-01-20,5.829866744108353,1
2024-01-21,5.1207062120228635,1
2024-01-22,8.271299091744364,1
2024-01-23,4.612030028168993,1
2024-01-24,5.012915745300479,1
2024-01-25,6.172347920738444,1
2024-01-26,7.887361902570747,1
2024-01-27,6.26792246196802,1
2024-01-28,8.717643482885146,1
2024-01-29,6.6755200886047525,1
2024-01-30,5.998638964169398,1
2024-01-31,7.7026149641169495,1
2024-02-01,6.229364870207293,1
2024-02-02,7.45061697263712,1
2024-02-03,6.704644750030059,1
2024-02-04,8.194730981710348,1
2024-02-05,1.9862601621545424,0
2024-02-06,3.7751138383177016,0
2024-02-07,2.8081515320153407,0
2024-02-08,1.4378820384774536,0
2024-02-09,3.1893669318574753,0
2024-02-10,3.4093345369123966,0
2024-02-11,2.8312983624487864,0
2024-02-12,2.1657966683171583,0
2024-02-13,2.333482479599893,0
2024-02-14,2.2645945818683133,0
2024-02-15,3.6834914624609825,0
2024-02-16,3.2561630001492277,0
2024-02-17,3.400256833587685,0
2024-02-18,2.8698570697569568,0
2024-02-19,4.47307535329909,0
2024-02-20,1.6497013083294139,0
2024-02-21,2.9805253959043214,0
2024-02-22,4.164749959118944,0
2024-02-23,1.5642431978219307,0
2024-02-24,4.380300164214368,0
2024-02-25,2.2273589184517375,0
2024-02-26,2.8876518985152213,0
2024-02-27,3.263229653673487,0
2024-02-28,5.286837979886589,0
2024-02-29,2.872332211844703,0
2024-03-01,3.3225465016426288,0
2024-03-02,2.4116972003558415,0
2024-03-03,4.853064264062969,0
2024-03-04,3.11313035211808,0
2024-03-05,2.908773629133202,0
2024-03-06,2.58715473257373,0
2024-03-07,4.070042064693347,0
2024-03-08,4.365079025256341,0
2024-03-09,4.6890244970483685,0
2024-03-10,3.996258220607153,0
2024-03-11,3.2854943875782316,0
2024-03-12,4.070756991298982,0
2024-03-13,4.445122850870598,0
2024-03-14,3.4513383114380103,0
2024-03-15,4.4745334223314295,0
2024-03-16,3.7983269754846916,0
2024-03-17,4.5427709347562,0
2024-03-18,5.1882744101076845,0
2024-03-19,4.349568122080537,0
2024-03-20,4.611228238499501,0
2024-03-21,4.128612689170247,0
2024-03-22,4.132902691374643,0
2024-03-23,5.276252141545079,0
2024-03-24,1.980778270419553,0
2024-03-25,3.725006010365758,0
2024-03-26,3.723004149179222,0
2024-03-27,3.1108263000297036,0
2024-03-28,6.377321457641619,0
2024-03-29,3.5689322596250492,0
2024-03-30,3.575753306459652,0
2024-03-31,4.407309421893635,0
2024-04-01,2.543296173608379,0
2024-04-02,3.8478785823305723,0
2024-04-03,3.986217771456462,0
2024-04-04,2.7047062549302687,0
2024-04-05,8.278989769709703,1
2024-04-06,8.399236310245216,1
2024-04-07,6.536862739940874,1
2024-04-08,6.951009252616179,1
2024-04-09,8.874103569886117,1
2024-04-10,8.738146904402289,1
2024-04-11,8.188596116600202,1
2024-04-12,6.440413628956855,1
2024-04-13,8.351980398719732,1
2024-04-14,7.041700035128308,1
2024-04-15,5.7579899631846505,1
2024-04-16,5.174933149208911,1
2024-04-17,6.2638748345175586,1
2024-04-18,7.211528543964248,1
2024-04-19,7.741571013479858,1
2024-04-20,5.861323964417382,1
2024-04-21,7.880340199783328,1
2024-04-22,7.9068863444550175,1
2024-04-23,5.948929178569336,1
2024-04-24,7.386573578884734,1
2024-04-25,4.245000137110808,0
2024-04-26,3.1934803270286443,0
2024-04-27,3.9347913277138535,0
2024-04-28,4.394667450991228,0
2024-04-29,2.0639312049482053,0
2024-04-30,2.771663675211841,0
2024-05-01,4.774566942902384,0
2024-05-02,3.2164298352279044,0
2024-05-03,3.8860920817355056,0
2024-05-04,2.746835955564095,0
2024-05-05,4.507200481907278,0
2024-05-06,2.5066519646730576,0
2024-05-07,4.492294151435346,0
2024-05-08,3.1249930434887716,0
2024-05-09,2.7791397972452785,0
2024-05-10,1.546739901802784,0
2024-05-11,1.697375235395559,0
2024-05-12,5.642977371425123,0
2024-05-13,3.3463584264696005,0
2024-05-14,4.093685840125656,0
2024-05-15,1.5820244683058855,0
2024-05-16,1.8210176150031265,0
2024-05-17,1.695324318693323,0
2024-05-18,2.8304476326260644,0
2024-05-19,3.097851564627423,0
2024-05-20,1.7766098142277758,0
2024-05-21,2.0168063912996526,0
2024-05-22,0.42637616686802526,0
2024-05-23,3.3712647713946247,0
2024-05-24,2.744674093794348,0
2024-05-25,1.6502507143472933,0
2024-05-26,2.4319640789283063,0
2024-05-27,1.5118936538436354,0
2024-05-28,2.4052820739567884,0
2024-05-29,2.4145219707797265,0
2024-05-30,2.912577412508945,0
2024-05-31,1.2858839762019727,0
2024-06-01,0.16883625392896295,0
2024-06-02,2.1549809125793584,0
2024-06-03,1.4740925695284341,0
2024-06-04,1.2454563298399606,0
2024-06-05,0.1892437629716892,0
2024-06-06,1.3091705847988995,0
2024-06-07,1.5360719308925592,0
2024-06-08,2.176562005174389,0
2024-06-09,2.1092767662003458,0
2024-06-10,1.77213660216688,0
2024-06-11,1.5859150722517583,0
2024-06-12,1.3581042271660408,0
2024-06-13,0.9319202370258205,0
2024-06-14,1.5235476938280135,0
2024-06-15,-0.11609070012505696,0
2024-06-16,0.0367270989786298,0
2024-06-17,-0.911278841609755,0
2024-06-18,0.7981354590341367,0
2024-06-19,1.7425882598205256,0
2024-06-20,2.1712424207553847,0
2024-06-21,0.7561839442624589,0
2024-06-22,-2.7773550153679123,0
2024-06-23,-0.33181048265353985,0
2024-06-24,4.751468665848965,1
2024-06-25,3.660821436399644,1
2024-06-26,5.067919790967533,1
2024-06-27,2.9573444596964675,1
2024-06-28,5.394486815388377,1
2024-06-29,3.426778161545029,1
2024-06-30,3.320343196835396,1
2024-07-01,3.167181672489436,1
2024-07-02,3.10576809226378,1
2024-07-03,2.485550044276825,1
2024-07-04,4.099413194522197,1
2024-07-05,2.18818787305155,1
2024-07-06,3.4494188831306003,1
2024-07-07,2.6062031167218875,1
2024-07-08,2.758073164118018,1
2024-07-09,2.8502677493812705,1
2024-07-10,3.5656452387824586,1
2024-07-11,3.211033199088043,1
2024-07-12,1.7607702827066052,1
2024-07-13,4.343648532346984,1
2024-07-14,-0.7536146006374956,0
2024-07-15,-2.3984025858487916,0
2024-07-16,-1.684174781103919,0
2024-07-17,-1.436826276326305,0
2024-07-18,-4.7883443483528,0
2024-07-19,-1.0667679919893478,0
2024-07-20,-2.159245862639785,0
2024-07-21,-1.9872429921422612,0
2024-07-22,-2.1681967760617735,0
2024-07-23,0.5306055521035038,0
2024-07-24,-2.7482105280406968,0
2024-07-25,-2.0781716211060837,0
2024-07-26,-2.6239010375314615,0
2024-07-27,-2.9094677622204594,0
2024-07-28,-2.948756633765628,0
2024-07-29,-1.5715625903669999,0
2024-07-30,-2.935766496393974,0
2024-07-31,-2.6130674971650776,0
2024-08-01,-4.204341452049317,0
2024-08-02,-2.145780740579156,0
2024-08-03,-1.7919537283990292,0
2024-08-04,-3.8130057473358883,0
2024-08-05,-1.5923355002630182,0
2024-08-06,-3.131424826807674,0
2024-08-07,-2.859569147403929,0
2024-08-08,-3.197028523477975,0
2024-08-09,-3.6765944090639167,0
2024-08-10,-1.7684471191179592,0
2024-08-11,-1.4052221573067614,0
2024-08-12,-2.1423486231486515,0
2024-08-13,-2.2325262267546804,0
2024-08-14,-3.7237800300494763,0
2024-08-15,-3.1143669674062124,0
2024-08-16,-2.5023708568387946,0
2024-08-17,-1.480512944855441,0
2024-08-18,-2.6471100400250096,0
2024-08-19,-2.339884137366347,0
2024-08-20,-4.5662926613258055,0
2024-08-21,-3.495425257736838,0
2024-08-22,-3.84302496050534,0
2024-08-23,-2.894387485381823,0
2024-08-24,-3.53632024979958,0
2024-08-25,-3.2748164452131903,0
2024-08-26,-3.4174198551691792,0
2024-08-27,-4.356149924770784,0
2024-08-28,-2.6297029978957287,0
2024-08-29,-2.8064632471695905,0
2024-08-30,-4.130729016377483,0
2024-08-31,-4.102914348543056,0
2024-09-01,-4.697023500707266,0
2024-09-02,-2.2738574011286006,0
2024-09-03,-3.5510135042950526,0
2024-09-04,-3.4106643803697994,0
2024-09-05,-4.544389792529531,0
2024-09-06,-4.143185773744492,0
2024-09-07,-6.107679751746339,0
2024-09-08,-4.653115146535842,0
2024-09-09,-5.1594313512364005,0
2024-09-10,-3.4138465447306787,0
2024-09-11,-4.712956691879727,0
2024-09-12,0.20320098159962052,1
2024-09-13,-0.11081318879344337,1
2024-09-14,-1.623309940760226,1
2024-09-15,0.9883376137377162,1
2024-09-16,-1.7671694528502684,1
2024-09-17,-1.1210830374658753,1
2024-09-18,-2.3120765746849496,1
2024-09-19,1.8596075881113352,1
2024-09-20,0.7559320080770435,1
2024-09-21,0.5228066728321101,1
2024-09-22,-1.9058699723615113,1
2024-09-23,2.4839069114591017,1
2024-09-24,-0.033693409318775736,1
2024-09-25,0.4170792748907357,1
2024-09-26,1.5921579569958295,1
2024-09-27,-0.11607123544178855,1
2024-09-28,-0.9152772185221849,1
2024-09-29,-0.5281761919508305,1
2024-09-30,-0.35781896586582373,1
2024-10-01,0.8735891762471653,1
2024-10-02,-1.9440207174855306,0
2024-10-03,-4.556866118406761,0
2024-10-04,-3.5728322276141435,0
2024-10-05,-4.423124446806335,0
2024-10-06,-3.324718889739553,0
2024-10-07,-2.879984201721388,0
2024-10-08,-3.5297518770246166,0
2024-10-09,-3.7518144778985687,0
2024-10-10,-3.249818915389586,0
2024-10-11,-3.8892459688169465,0
2024-10-12,-3.2291527395458823,0
2024-10-13,-4.437157666787883,0
2024-10-14,-2.6538078142982013,0
2024-10-15,-3.057075228706834,0
2024-10-16,-5.151329191793824,0
2024-10-17,-3.8536136228040316,0
2024-10-18,-4.659992520682756,0
2024-10-19,-3.773671011921053,0
2024-10-20,-0.9284311452658445,0
2024-10-21,-3.450318295469428,0
2024-10-22,-4.091921283532612,0
2024-10-23,-3.3959640757978486,0
2024-10-24,-3.040677889754354,0
2024-10-25,-2.637206383540049,0
2024-10-26,-3.433864779752103,0
2024-10-27,-2.3531483555679467,0
2024-10-28,-2.896687160430048,0
2024-10-29,-1.9475290219387769,0
2024-10-30,-2.7013685206745532,0
2024-10-31,-2.4873193523930683,0
2024-11-01,-2.769083736876294,0
2024-11-02,-2.5250110041103113,0
2024-11-03,-3.9374377434641685,0
2024-11-04,-4.635281088863713,0
2024-11-05,-3.1659687927019653,0
2024-11-06,-1.4093598405645262,0
2024-11-07,-1.31496901908345,0
2024-11-08,-4.053563162148901,0
2024-11-09,-2.685668917458367,0
2024-11-10,-2.214040344514375,0
2024-11-11,-0.41750835361758076,0
2024-11-12,-2.667305038880236,0
2024-11-13,-1.5455071946210637,0
2024-11-14,-1.5438580420099877,0
2024-11-15,-2.6748133182699445,0
2024-11-16,-3.6060824347555824,0
2024-11-17,-2.7855868063325966,0
2024-11-18,-2.434364196912624,0
2024-11-19,-1.0453458680154628,0
2024-11-20,-1.8928199183407266,0
2024-11-21,-1.9995081500757823,0
2024-11-22,-2.2412080207972958,0
2024-11-23,-1.977597073680088,0
2024-11-24,1.004073122756883,0
2024-11-25,-1.6785866892518202,0
2024-11-26,-0.5792201621073843,0
2024-11-27,-0.9666464120173175,0
2024-11-28,0.6293061472574457,0
2024-11-29,-1.832169868262683,0
2024-11-30,-1.7933265451390306,0
2024-12-01,3.5827011922351355,1
2024-12-02,2.0305849880373708,1
2024-12-03,2.379117413142455,1
2024-12-04,1.1001874232902846,1
2024-12-05,3.770579794664083,1
2024-12-06,3.3576432559927656,1
2024-12-07,2.932831682119684,1
2024-12-08,1.4892875036398037,1
2024-12-09,2.2253897527196824,1
2024-12-10,2.0430628938316318,1
2024-12-11,3.486969884275514,1
2024-12-12,3.524722020296811,1
2024-12-13,3.158315728509371,1
2024-12-14,5.383896289713337,1
2024-12-15,3.6693727025057097,1
2024-12-16,4.300373139370457,1
2024-12-17,2.396012892144535,1
2024-12-18,4.068188552712962,1
2024-12-19,4.515620308137149,1
2024-12-20,4.34453640630601,1
2024-12-21,-0.4001940595056029,0
2024-12-22,1.5140943494727828,0
2024-12-23,-0.05930147913270395,0
2024-12-24,-0.21558942998577135,0
2024-12-25,0.9465398904006994,0
2024-12-26,-0.05701025378788094,0
2024-12-27,-1.0644165193994835,0
2024-12-28,0.6805349346231203,0
2024-12-29,-0.3130177041623008,0
2024-12-30,-0.48859936887347155,0
2024-12-31,1.0366051731542736,0
2025-01-01,0.2906902859274351,0
2025-01-02,0.47985531181632657,0
2025-01-03,1.332405553029035,0
2025-01-04,1.171578394497373,0
2025-01-05,-0.5766663184057585,0
2025-01-06,1.9156123069618907,0
2025-01-07,2.0012993374534482,0
2025-01-08,0.511508564608774,0
2025-01-09,0.9752391937100372,0
2025-01-10,1.153787330058814,0
2025-01-11,2.197221172775611,0
2025-01-12,1.5382606311527898,0
2025-01-13,1.8105222925941122,0
2025-01-14,2.244905883334121,0
2025-01-15,-0.20947203280955207,0
2025-01-16,4.641154781182111,0
2025-01-17,1.9306328279014506,0
2025-01-18,1.4558816823268363,0
2025-01-19,3.1265891102139145,0
2025-01-20,2.175788344131634,0
2025-01-21,2.57451150963795,0
2025-01-22,0.7038304260721544,0
2025-01-23,0.5862781693707726,0
2025-01-24,3.0427626785620316,0
2025-01-25,1.7524324645268377,0
2025-01-26,1.1755908346278128,0
2025-01-27,2.190783081957303,0
2025-01-28,3.3005485391567637,0
2025-01-29,1.099309499284071,0
2025-01-30,1.65217825548987,0
2025-01-31,4.808916493451628,0
2025-02-01,0.39835204160091564,0
2025-02-02,2.976906203929313,0
2025-02-03,3.439752902596349,0
2025-02-04,2.541662691655636,0
2025-02-05,0.19523843427515475,0
2025-02-06,2.9255613366298046,0
2025-02-07,2.486983745683222,0
2025-02-08,2.3416688015222222,0
2025-02-09,2.2889813946070277,0
2025-02-10,2.366611558701938,0
2025-02-11,2.716165719810615,0
2025-02-12,3.00954823813508,0
2025-02-13,2.042452238946068,0
2025-02-14,2.6631516473347028,0
2025-02-15,3.4067243812754286,0
2025-02-16,2.955892647533027,0
2025-02-17,1.2811235304863775,0
