title,bedrooms,price,location,post_time
3 Bed 1 Bath Spacious NO FEE,,"$3,000",bedstuy,1/9
Spacious sunny 2 room STUDIO - Midwood/Ave H,,"$1,650",brooklyn,1/9
Spacious 2 bed 1 bath apt in Bushwick,,"$2,529",bushwick,1/9
"3 Bedrooms; $2,000",,"$2,000",east new york,1/9
NO FEE Luxury Studio with Private Terrace and High Ceilings in FiDi!,,"$3,300",financial district,1/9
Commuters Dream! 10 min From Mid Town Manhattan,,"$2,100",lic,1/9
Commuters Dream*Renovated One bed One block from the LIRR,,"$1,950",auburndale,1/9
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,,"$2,200",flatbush,1/9
HOT!! SPACIOUS 2 BED ON PROSPECT PARK!!,,"$2,295",prospect lefferts gardens,1/9
"2 LARGE BDRS  APARTMENT, STAPLETON",,"$2,550",stapleton,1/9
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,,"$3,100",bushwick,1/9
Luxury 2 Bed/2 Bath in Downtown BK. W/D in-unit. 1 Month Free + No Fee,,"$4,996",downtown brooklyn,1/9
Best bang for your buck. Price to give you highend luxury with space!,,"$2,850",financial district,1/9
*GORGEOUS STABILIZED 2 BED IN PLG AND PROSPECT PARK!!,,"$2,195",prospect lefferts gardens,1/9
2nd to none__WASHER/DRYER/ROOFTOP/YARD__Greenwood Heights Sunset Park,,"$3,995",greenwood heights - park slope south________________________,1/9
Stellar loft studio in the heart of Bushwick. No fee!,,"$2,450",bushwick,1/9
2BR 1.5 Baths Duplex in UES (E 95)+Private Backyard+Laundry in bldg,,"$3,450",upper east side,1/9
NO FEES! - 1BR Near Milton Harbor in Rye,,"$1,900","rye, ny",1/9
"in quiet residential area of pelham gardens,2 bed apt!",,"$1,700",pelham gardens(astor av),1/9
"In ""Pelham Bay"" area,large 3 bed apt,all utilities included!",,"$2,800",colonial av(pelham bay),1/9
HUGE 2 bed ON prospect park!!STABILIZED!! On B/Q,,"$2,320",prospect lefferts,1/9
"In pelham pkway..1 bedroom apt,available!",,"$1,850",barker av(pelham pakway),1/9
Massive 1BR in Prime EAST VILLAGE,,"$2,950",east village,1/9
Gorgeous 4 Bedroom 2 Bath in Crown Heights,,"$3,500",crown heights,1/9
Studio | Hudson Yards | Central AC | W/D | Luxury High Rise |,,"$3,988",midtown west,1/9
Spacious 2 bed 1.5 bath duplex. Huge basement,,"$3,400",brooklyn,1/9
studio apartment,,$875,beacon (shruburbs),1/9
🌟 Huge Bedstuy 3 Bedroom! $3000,,"$3,000",bedstuy,1/9
🌟 Luxury East Williamsburg 2 Bedroom! $3800,,"$3,800",williamsburg,1/9
🌟Massive Crown Heights 3 bed 2 bath! $3250!,,"$3,250",crown heights,1/9
🌟 Awesome 2 Bedroom Apartment located in Bedstuy! $2400,,"$2,400",bedstuy,1/9
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,,"$2,950",brooklyn,1/9
Tribeca 1 Bed  luxury building with a pool,,"$5,000",tribeca,1/9
"Walls of Windows, Condo Finishes with W/D in unit ,pool",,"$4,950",downtown,1/9
