,value,exog
2023-08-22,10.436561587346347,1
2023-08-23,9.62987256311597,1
2023-08-24,8.889544764219723,1
2023-08-25,9.171528102553188,1
2023-08-26,9.59803008614578,1
2023-08-27,9.205895692420754,1
2023-08-28,9.65358835550588,1
2023-08-29,2.157676152456517,0
2023-08-30,0.0557383619334042,0
2023-08-31,-0.8335404869199632,0
2023-09-01,-0.6656656256889837,0
2023-09-02,-0.48986287337460555,0
2023-09-03,-0.10652490102352469,0
2023-09-04,1.2667438843286194,0
2023-09-05,0.2761672181155799,0
2023-09-06,-0.1362321111231633,0
2023-09-07,1.075621673979529,0
2023-09-08,-0.043781100896966296,0
2023-09-09,0.07787727294264032,0
2023-09-10,-0.844240387580165,0
2023-09-11,1.7531001899945304,0
2023-09-12,1.2565332337602335,0
2023-09-13,-0.4241452493048641,0
2023-09-14,1.9274286711758828,0
2023-09-15,2.1374865517341606,0
2023-09-16,0.8463655532114146,0
2023-09-17,1.4382963837736045,0
2023-09-18,2.1066529861075907,0
2023-09-19,1.2017755217540182,0
2023-09-20,2.4759413785866835,0
2023-09-21,3.1420713247074388,0
2023-09-22,1.9375807738387174,0
2023-09-23,3.4470844883081697,0
2023-09-24,1.6272422873555195,0
2023-09-25,2.8794048860400383,0
2023-09-26,3.980405795332496,0
2023-09-27,4.036029225575182,0
2023-09-28,4.868125455581364,0
2023-09-29,5.191873298054135,0
2023-09-30,6.062528007903242,0
2023-10-01,5.047301313048063,0
2023-10-02,4.030090963603263,0
2023-10-03,6.021815686819459,0
2023-10-04,6.76850988483597,0
2023-10-05,6.82680469450494,0
2023-10-06,6.874330274466239,0
2023-10-07,8.531761344990514,0
2023-10-08,7.66615469213397,0
2023-10-09,8.454833895119062,0
2023-10-10,7.699024196797887,0
2023-10-11,7.262923165854909,0
2023-10-12,7.761056816111842,0
2023-10-13,8.989166209493963,0
2023-10-14,7.35179604517778,0
2023-10-15,8.97380264555794,0
2023-10-16,8.833287469682444,0
2023-10-17,10.236599496978139,0
2023-10-18,7.909367661774073,0
2023-10-19,8.340370175180716,0
2023-10-20,7.790267936282118,0
2023-10-21,8.902263294299377,0
2023-10-22,7.663269263859785,0
2023-10-23,8.543266850858627,0
2023-10-24,8.098432582641593,0
2023-10-25,8.421709291931924,0
2023-10-26,8.577336155156267,0
2023-10-27,9.448985666947173,0
2023-10-28,10.49255207383149,0
2023-10-29,10.137547007066505,0
2023-10-30,7.589726873735234,0
2023-10-31,8.10639059426873,0
2023-11-01,7.934247458840515,0
2023-11-02,7.905271904787513,0
2023-11-03,6.839402459252487,0
2023-11-04,6.532177036759621,0
2023-11-05,7.992232073981519,0
2023-11-06,5.683163986876238,0
2023-11-07,7.531416773675807,0
2023-11-08,5.388108735815,0
2023-11-09,6.337242976877763,0
2023-11-10,6.131726405035455,0
2023-11-11,6.42137706112006,0
2023-11-12,3.7420638159169046,0
2023-11-13,5.205104718166467,0
2023-11-14,4.999752153229471,0
2023-11-15,5.734159642557475,0
2023-11-16,3.77778678463744,0
2023-11-17,11.1019291061591,1
2023-11-18,13.663107792952411,1
2023-11-19,11.101512293973883,1
2023-11-20,10.182512682581393,1
2023-11-21,12.461802557601704,1
2023-11-22,9.37248491011019,1
2023-11-23,11.524917537945942,1
2023-11-24,8.364651588273901,1
2023-11-25,11.117664797969471,1
2023-11-26,9.606496956227618,1
2023-11-27,10.837722035431783,1
2023-11-28,10.715477339634873,1
2023-11-29,11.368650914425823,1
2023-11-30,9.522538223525267,1
2023-12-01,9.81205318628976,1
2023-12-02,8.669829653979752,1
2023-12-03,9.591335371136896,1
2023-12-04,10.761916505853288,1
2023-12-05,10.423636535952829,1
2023-12-06,11.230463642835282,1
2023-12-07,7.768252870729459,1
2023-12-08,9.492427820247439,1
2023-12-09,10.256470796897716,1
2023-12-10,9.492943469082215,1
2023-12-11,11.350286791388253,1
2023-12-12,9.909984062172724,1
2023-12-13,11.864157557223303,1
2023-12-14,11.92323688544289,1
2023-12-15,11.714670361991768,1
2023-12-16,10.321741048767224,1
2023-12-17,10.796012175132326,1
2023-12-18,10.868768255266229,1
2023-12-19,11.596207671896536,1
2023-12-20,13.092419619567725,1
2023-12-21,13.493238961918813,1
2023-12-22,12.159918035344395,1
2023-12-23,11.185845250968216,1
2023-12-24,11.716809869057288,1
2023-12-25,12.349577245923793,1
2023-12-26,13.474463737443314,1
2023-12-27,6.747689503818279,0
2023-12-28,5.2951118171920175,0
2023-12-29,7.620508281475733,0
2023-12-30,7.193101020791488,0
2023-12-31,8.772084477071257,0
2024-01-01,9.780090746727877,0
2024-01-02,7.1903040567088095,0
2024-01-03,8.95975266211492,0
2024-01-04,7.905445210742905,0
2024-01-05,8.557666722487026,0
2024-01-06,8.095902946166492,0
2024-01-07,9.285208037871406,0
2024-01-08,9.513355064675695,0
2024-01-09,9.261586654001176,0
2024-01-10,9.289098867984027,0
2024-01-11,8.812412352908064,0
2024-01-12,7.2854634075971365,0
2024-01-13,10.232813688203773,0
2024-01-14,10.105173242338974,0
2024-01-15,8.199845863099222,0
2024-01-16,9.123067089290338,0
2024-01-17,10.810836205259855,0
2024-01-18,10.342522842468304,0
2024-01-19,11.333039941079887,0
2024-01-20,9.76415119094648,0
2024-01-21,9.368607959149983,0
2024-01-22,10.996731583003495,0
2024-01-23,10.598987022620008,0
2024-01-24,8.107359600866538,0
2024-01-25,10.952114173555353,0
2024-01-26,10.355030142306695,0
2024-01-27,10.813723029788884,0
2024-01-28,9.613526032010695,0
2024-01-29,8.722952616182047,0
2024-01-30,9.870446998628111,0
2024-01-31,8.235715525725167,0
2024-02-01,8.60481047687034,0
2024-02-02,7.5675889590162555,0
2024-02-03,8.04370264666335,0
2024-02-04,7.310482880412919,0
2024-02-05,6.91184444365363,0
2024-02-06,6.303347735875764,0
2024-02-07,6.143852299527277,0
2024-02-08,7.566872843946571,0
2024-02-09,7.475533508616212,0
2024-02-10,7.5115460800766005,0
2024-02-11,6.62387828057567,0
2024-02-12,6.110527401879506,0
2024-02-13,6.784741854905085,0
2024-02-14,6.593102318953294,0
2024-02-15,4.559144762364621,0
2024-02-16,6.00931488460685,0
2024-02-17,4.6011379647783075,0
2024-02-18,3.71796726412763,0
2024-02-19,7.425970670260016,0
2024-02-20,5.989251778709699,0
2024-02-21,4.17596247611226,0
2024-02-22,3.7243555231220653,0
2024-02-23,3.5061571895376726,0
2024-02-24,4.32023275865591,0
2024-02-25,4.682002494248123,0
2024-02-26,4.508614598530922,0
2024-02-27,1.8107602090558355,0
2024-02-28,2.6847475558113696,0
2024-02-29,4.91191460572223,0
2024-03-01,3.6553996650645484,0
2024-03-02,3.263427610664736,0
2024-03-03,2.7497975179559946,0
2024-03-04,1.016843837691868,0
2024-03-05,2.4512081364964953,0
2024-03-06,2.655956609320362,0
2024-03-07,3.905779732932303,0
2024-03-08,3.2432629807748072,0
2024-03-09,2.842256106948018,0
2024-03-10,2.7717556450980187,0
2024-03-11,4.404568876022671,0
2024-03-12,1.844424155112149,0
2024-03-13,4.102782419885692,0
2024-03-14,5.665123901941277,0
2024-03-15,6.1205477979702145,0
2024-03-16,14.867496057918018,1
2024-03-17,12.395633505185195,1
2024-03-18,13.020893427787943,1
2024-03-19,13.374698457464733,1
2024-03-20,13.412896451011143,1
2024-03-21,14.358252796608783,1
2024-03-22,13.404391096699152,1
2024-03-23,15.068272974492864,1
2024-03-24,14.266001292891445,1
2024-03-25,14.822211693783276,1
2024-03-26,15.796487334370042,1
2024-03-27,17.374760394053332,1
2024-03-28,17.17209080953551,1
2024-03-29,16.954998055849842,1
2024-03-30,15.957575199498383,1
2024-03-31,16.399170582948745,1
2024-04-01,17.611473239802965,1
2024-04-02,16.671759842874934,1
2024-04-03,19.091729898684328,1
2024-04-04,17.736326811823954,1
2024-04-05,18.182552545232838,1
2024-04-06,16.623998218016816,1
2024-04-07,19.64781645812988,1
2024-04-08,18.078542634548192,1
2024-04-09,18.523104113434208,1
2024-04-10,16.8941601823042,1
2024-04-11,18.718790184802955,1
2024-04-12,19.19821328211468,1
2024-04-13,19.897694001471436,1
2024-04-14,19.335027429545757,1
2024-04-15,20.580942970233373,1
2024-04-16,20.195819444226025,1
2024-04-17,18.152577019611527,1
2024-04-18,19.936580185681184,1
2024-04-19,18.278907859841777,1
2024-04-20,21.026367362067546,1
2024-04-21,19.498094812528574,1
2024-04-22,20.689661127404527,1
2024-04-23,18.526425052139274,1
2024-04-24,18.394700588190005,1
2024-04-25,10.432357897459783,0
2024-04-26,12.126095668148356,0
2024-04-27,10.764528486469096,0
2024-04-28,10.867917423252676,0
2024-04-29,11.891139621444488,0
2024-04-30,9.987047917208852,0
2024-05-01,9.837116552251729,0
2024-05-02,11.789341175234934,0
2024-05-03,9.506185675461051,0
2024-05-04,10.002006283906763,0
2024-05-05,10.923908813854723,0
2024-05-06,9.037626455961815,0
2024-05-07,9.537132541724022,0
2024-05-08,8.198297899993138,0
2024-05-09,6.5671510654232055,0
2024-05-10,7.990245851051986,0
2024-05-11,7.209638206375413,0
2024-05-12,9.726589018081379,0
2024-05-13,8.086018264393974,0
2024-05-14,6.156814183016841,0
2024-05-15,6.842808236083601,0
2024-05-16,8.251892409137001,0
2024-05-17,8.299306513837003,0
2024-05-18,6.770918475923935,0
2024-05-19,5.383502991095452,0
2024-05-20,4.9407356114950645,0
2024-05-21,7.090767696059462,0
2024-05-22,5.8015032595099685,0
2024-05-23,4.5705919927332275,0
2024-05-24,4.62778917533406,0
2024-05-25,7.2202494215341595,0
2024-05-26,5.423141414023689,0
2024-05-27,5.2064541444924615,0
2024-05-28,5.151150980717685,0
2024-05-29,4.154401839635772,0
2024-05-30,4.97641440695482,0
2024-05-31,4.307394299770576,0
2024-06-01,4.450474304725921,0
2024-06-02,5.26156650557414,0
2024-06-03,3.3200870127090063,0
2024-06-04,5.400915750188199,0
2024-06-05,4.111290511822812,0
2024-06-06,5.837426173827784,0
2024-06-07,3.604312557201551,0
2024-06-08,5.49957205785388,0
2024-06-09,4.267505177130483,0
2024-06-10,4.919236267971422,0
2024-06-11,4.205604964853053,0
2024-06-12,6.675798100338681,0
2024-06-13,5.5910314373288745,0
2024-06-14,5.474222514982559,0
2024-06-15,6.351674157383903,0
2024-06-16,7.199919262449341,0
2024-06-17,6.430248690303587,0
2024-06-18,6.4648928091874005,0
2024-06-19,8.977555787258515,0
2024-06-20,8.408130055587494,0
2024-06-21,7.434941529972805,0
2024-06-22,7.223884743374976,0
2024-06-23,8.076443679937286,0
2024-06-24,10.299999112390159,0
2024-06-25,10.135332743332567,0
2024-06-26,9.103491860905665,0
2024-06-27,9.83736487012778,0
2024-06-28,9.585981020628543,0
2024-06-29,9.519408592624918,0
2024-06-30,11.88604911064748,0
2024-07-01,11.830195615180426,0
2024-07-02,10.061232055605636,0
2024-07-03,9.839015822166216,0
2024-07-04,12.155714419458604,0
2024-07-05,12.094634421186852,0
2024-07-06,12.723486540695259,0
2024-07-07,12.892738007884523,0
2024-07-08,11.096126733218629,0
2024-07-09,12.89791601783514,0
2024-07-10,12.21989540042319,0
2024-07-11,13.217241152416614,0
2024-07-12,12.926929591302088,0
2024-07-13,13.384265697571815,0
2024-07-14,20.23398206183759,1
2024-07-15,21.218182373651743,1
2024-07-16,21.38754675762956,1
2024-07-17,22.66183420658504,1
2024-07-18,21.689197664248006,1
2024-07-19,21.203069891983596,1
2024-07-20,20.631050048170774,1
2024-07-21,20.302124430666662,1
2024-07-22,20.225288103492645,1
2024-07-23,21.32644476569621,1
2024-07-24,20.06100803161403,1
2024-07-25,21.958961335176824,1
2024-07-26,20.173006713849674,1
2024-07-27,20.297081229255106,1
2024-07-28,19.386686011206745,1
2024-07-29,18.944299804808253,1
2024-07-30,19.07232370006112,1
2024-07-31,19.835940454132192,1
2024-08-01,20.02867003994489,1
2024-08-02,20.510310566304415,1
2024-08-03,20.938763660258783,1
2024-08-04,20.800653457204618,1
2024-08-05,19.748897507192815,1
2024-08-06,18.974102277568505,1
2024-08-07,18.12253502367875,1
2024-08-08,19.1340408556164,1
2024-08-09,18.53184858184632,1
2024-08-10,16.17115368490514,1
2024-08-11,18.07490858174702,1
2024-08-12,15.149696507291697,1
2024-08-13,16.376851269508492,1
2024-08-14,16.953958709335858,1
2024-08-15,16.725110790416075,1
2024-08-16,14.559464237275302,1
2024-08-17,14.250672952334886,1
2024-08-18,15.206394349140322,1
2024-08-19,14.411297517325439,1
2024-08-20,16.01257732857637,1
2024-08-21,14.904568848366345,1
2024-08-22,15.159766311922564,1
2024-08-23,6.823790743253581,0
2024-08-24,6.075654466860192,0
2024-08-25,5.1669936388052715,0
2024-08-26,5.4167366334310705,0
2024-08-27,5.385004101141606,0
2024-08-28,7.8947125071607775,0
2024-08-29,5.9028936313580775,0
2024-08-30,7.54387959441958,0
2024-08-31,5.007838873113766,0
2024-09-01,7.3050070332409085,0
2024-09-02,6.471599166309448,0
2024-09-03,5.254800711022145,0
2024-09-04,8.12494194385116,0
2024-09-05,7.589631249936115,0
2024-09-06,7.236128917951129,0
2024-09-07,5.419915018910858,0
2024-09-08,7.32164855596838,0
2024-09-09,8.304895110536208,0
2024-09-10,8.691946919127712,0
2024-09-11,6.333944279810814,0
2024-09-12,9.246540237397083,0
2024-09-13,6.078267680229311,0
2024-09-14,7.65144011473406,0
2024-09-15,8.414941636590369,0
2024-09-16,9.065043918791046,0
2024-09-17,7.875478938481244,0
2024-09-18,9.975431194561123,0
2024-09-19,8.975995601522163,0
2024-09-20,9.98519286039421,0
2024-09-21,11.062960158679816,0
2024-09-22,10.991783102404025,0
2024-09-23,10.861140848928013,0
2024-09-24,10.690838741435645,0
2024-09-25,11.256095972660425,0
2024-09-26,12.601169098508581,0
2024-09-27,11.20379046457154,0
2024-09-28,12.228137387335943,0
2024-09-29,13.357624354647651,0
2024-09-30,12.88827981297614,0
2024-10-01,13.039427198020777,0
2024-10-02,13.661288844531697,0
2024-10-03,14.799184761035077,0
2024-10-04,12.980029355987094,0
2024-10-05,13.105434437582906,0
2024-10-06,14.493553014977204,0
2024-10-07,15.028187241376871,0
2024-10-08,12.618965627629386,0
2024-10-09,15.800312812117005,0
2024-10-10,14.693118167028839,0
2024-10-11,13.283541655357043,0
2024-10-12,15.361179561906564,0
2024-10-13,13.563699401039633,0
2024-10-14,13.925902244344002,0
2024-10-15,16.118965110191574,0
2024-10-16,15.159494767287145,0
2024-10-17,15.715204918159227,0
2024-10-18,15.96561863002098,0
2024-10-19,15.695748884809284,0
2024-10-20,12.947451440463496,0
2024-10-21,13.127650421254478,0
2024-10-22,13.615869928144452,0
2024-10-23,12.986646957573477,0
2024-10-24,14.057054761059353,0
2024-10-25,14.198916834059458,0
2024-10-26,14.704595999679475,0
2024-10-27,12.702543986528141,0
2024-10-28,15.241252973567994,0
2024-10-29,12.347756735081367,0
2024-10-30,14.160344308957555,0
2024-10-31,12.63288325695507,0
2024-11-01,11.278749102514928,0
2024-11-02,10.963247386755068,0
2024-11-03,11.815806518852986,0
2024-11-04,12.923620281594946,0
2024-11-05,12.420628286724217,0
2024-11-06,10.434835395481956,0
2024-11-07,11.379393055535434,0
2024-11-08,10.485848998407226,0
2024-11-09,11.067195349856007,0
2024-11-10,10.723732067458354,0
2024-11-11,17.351388333874713,1
2024-11-12,17.654958051132322,1
2024-11-13,18.35801754834206,1
2024-11-14,16.615683616875167,1
2024-11-15,18.085501818194956,1
2024-11-16,17.96394675949021,1
2024-11-17,17.031290709263658,1
2024-11-18,15.147815259571432,1
2024-11-19,16.180149764737607,1
2024-11-20,15.696309191036487,1
2024-11-21,17.156422157907127,1
2024-11-22,14.736419247867566,1
2024-11-23,14.479106960166405,1
2024-11-24,14.007530057423335,1
2024-11-25,16.485154329613035,1
2024-11-26,17.687861375568694,1
2024-11-27,15.91661868307532,1
2024-11-28,16.447884957858903,1
2024-11-29,16.148764752282815,1
2024-11-30,16.812986162865947,1
2024-12-01,17.55221818558563,1
2024-12-02,16.1115407693326,1
2024-12-03,16.42707934600685,1
2024-12-04,15.78262243153313,1
2024-12-05,15.294797068506538,1
2024-12-06,15.769580692813083,1
2024-12-07,16.891661979006916,1
2024-12-08,17.450014181713886,1
2024-12-09,18.079138004838846,1
2024-12-10,15.637636508916675,1
2024-12-11,17.01902373064126,1
2024-12-12,19.71563295099758,1
2024-12-13,18.32310449709762,1
2024-12-14,16.22233469700742,1
2024-12-15,17.78778871067434,1
2024-12-16,17.48359275297258,1
2024-12-17,20.397669545423543,1
2024-12-18,19.51850591188265,1
2024-12-19,20.87148913100802,1
2024-12-20,21.82265409061005,1
2024-12-21,11.895396780626978,0
2024-12-22,12.094064286437076,0
2024-12-23,12.215623218114573,0
2024-12-24,11.72939553519973,0
2024-12-25,13.977776770989138,0
2024-12-26,13.61389043815177,0
2024-12-27,14.11259672168314,0
2024-12-28,13.52408182941476,0
2024-12-29,13.712380752718904,0
2024-12-30,16.20215001723979,0
2024-12-31,14.664378663533865,0
2025-01-01,14.879804298078447,0
2025-01-02,12.686093970242709,0
2025-01-03,15.634008894728902,0
2025-01-04,16.673655690834394,0
2025-01-05,16.013089115461792,0
2025-01-06,16.1337665619819,0
2025-01-07,15.77140777271249,0
2025-01-08,16.84678827542728,0
2025-01-09,15.980932098633822,0
2025-01-10,16.166927350157376,0
2025-01-11,16.766528898333437,0
2025-01-12,15.49531610639754,0
2025-01-13,15.270192721541317,0
2025-01-14,15.341348186122417,0
2025-01-15,17.779482786227156,0
2025-01-16,16.914516034408003,0
2025-01-17,16.46030647495049,0
2025-01-18,14.99163650792298,0
2025-01-19,16.56899183898494,0
2025-01-20,16.512996269807118,0
2025-01-21,15.224288248092002,0
2025-01-22,15.139905719695902,0
2025-01-23,15.488360696250444,0
2025-01-24,16.6077493502312,0
2025-01-25,14.741420051491062,0
2025-01-26,15.410265997162965,0
2025-01-27,14.2667049392205,0
2025-01-28,14.075187310924557,0
2025-01-29,13.870412565214485,0
2025-01-30,14.644624251675731,0
2025-01-31,14.614941926292866,0
2025-02-01,13.675519659262932,0
2025-02-02,14.140054423217189,0
2025-02-03,12.980273045134608,0
2025-02-04,12.82312720821915,0
2025-02-05,12.795489219660835,0
2025-02-06,13.178072453950108,0
2025-02-07,11.80010720526512,0
2025-02-08,10.905820789093672,0
2025-02-09,12.379151085137304,0
2025-02-10,10.23967287140342,0
2025-02-11,12.573079106574754,0
2025-02-12,9.809513172931434,0
2025-02-13,9.543417949740986,0
2025-02-14,11.355095595191221,0
2025-02-15,10.98636525832637,0
2025-02-16,8.805107587921285,0
2025-02-17,9.525751409307235,0
2025-02-18,9.53476168453402,0
2025-02-19,9.719136790838165,0
2025-02-20,9.164724631587355,0
2025-02-21,9.560797258188263,0
2025-02-22,8.093131626071314,0
2025-02-23,9.008018576830775,0
2025-02-24,9.98661053207254,0
2025-02-25,9.833244776126694,0
2025-02-26,9.359468181888918,0
2025-02-27,8.616542561784291,0
2025-02-28,10.096385754203123,0
2025-03-01,9.234502504394774,0
2025-03-02,9.344231909345774,0
2025-03-03,8.578017465496924,0
2025-03-04,9.129448594614088,0
2025-03-05,10.441615611866244,0
2025-03-06,9.792170509239941,0
2025-03-07,9.391151696795584,0
2025-03-08,9.318034314072888,0
2025-03-09,9.947796751709765,0
2025-03-10,9.758156981676954,0
2025-03-11,19.35137992160163,1
2025-03-12,17.846470486962573,1
2025-03-13,18.88086609017327,1
2025-03-14,20.544039793806235,1
2025-03-15,20.608157164889462,1
2025-03-16,19.702385322629873,1
2025-03-17,21.256209064209653,1
2025-03-18,20.575380456378156,1
2025-03-19,20.978915392938152,1
2025-03-20,20.235224479856477,1
